Store,Product,Gross Volume,Net Volume,Temperature,datetime_column,New_Date,Gallons,OrderItemId
Jumbo 663,DSL,41244.246,41406.503,51.030666,2020-02-10 16:59:16,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,42647.342,42819.669,50.811666,2020-02-10 15:59:46,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,43884.608,44062.792,50.768666,2020-02-10 14:59:26,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,45939.432,46129.902,50.631666,2020-02-10 13:58:26,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,39896.099,40053.163,51.195333,2020-02-10 12:58:26,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,41888.843,42060.608,50.915666,2020-02-10 11:58:26,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,44656.705,44840.4,50.992666,2020-02-10 10:58:16,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,39062.275,39214.446,51.28,2020-02-10 09:59:46,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,40307.461,40465.971,51.182,2020-02-10 08:59:29,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,33032.492,33148.496,52.089333,2020-02-10 07:57:06,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,33779.236,33899.683,51.971333,2020-02-10 06:58:56,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,34660.829,34787.223,51.798333,2020-02-10 05:58:46,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,35423.396,35554.388,51.672666,2020-02-10 04:59:16,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,35786.603,35920.439,51.573,2020-02-10 03:58:56,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,36385.665,36522.561,51.533,2020-02-10 02:56:06,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,36945.207,37085.872,51.424,2020-02-10 01:58:36,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,37199.821,37342.276,51.378,2020-02-10 00:59:26,2020-02-10,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,37520.061,37664.932,51.310666,2020-02-09 23:59:26,2020-02-09,1748.8631360946745,3869415.7369614514
Jumbo 663,DSL,37711.285,37858.758,51.205333,2020-02-09 22:59:16,2020-02-09,1748.8631360946745,3869415.7369614514
